Actividad,C1,C2,Impuesto,Año,Valor,IPC,Valor_pc,Rubro,Rubro2
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2019,85801.0,69.49127034326813,123470.1849256262,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2019,37068618.0,69.49127034326813,53342841.21860347,IVA,IVA
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2019,859266.0,69.49127034326813,1236509.2705248555,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2019,73893.0,69.49127034326813,106334.21958612716,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2019,18276284.0,69.49127034326813,26300114.978068594,Renta,Renta
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2019,22032710.0,69.49127034326813,31705723.454420038,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2019,52877699.0,69.49127034326813,76092577.87172177,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2019,0.0,69.49127034326813,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2019,102385.0,69.49127034326813,147335.0530134875,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2019,451046.0,69.49127034326813,649068.5776385356,Otros impuestos,Impuesto al carbono
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2019,4277734.0,69.49127034326813,6155786.156835453,Otros impuestos,Arancel
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2019,9575.0,69.49127034326813,13778.709113680154,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2019,8689719.0,69.49127034326813,12504763.48622659,Otros impuestos,G.M.F.
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2019,141126.0,69.49127034326813,203084.50155375723,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2019,1138914.0,69.49127034326813,1638931.0403653178,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2019,2419668.0,69.49127034326813,3481974.04947052,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2019,0.0,69.49127034326813,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2019,1623254.0,69.49127034326813,2335910.6719183046,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2019,137322.0,69.49127034326813,197610.4326797688,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2019,7283146.0,69.49127034326813,10480663.202763777,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2020,626018.0,70.6159845453557,886510.333362154,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2020,46526.0,70.6159845453557,65885.9326249526,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2020,51309636.0,70.6159845453557,72660087.27392946,Renta,Renta
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2020,1477518.0,70.6159845453557,2092327.975758817,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2020,294902.0,70.6159845453557,417613.6633917331,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2020,6932376.0,70.6159845453557,9817006.793337885,IVA,IVA
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2020,952146.0,70.6159845453557,1348343.446784983,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2020,321520.0,70.6159845453557,455307.67866514984,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2020,8813.0,70.6159845453557,12480.177196056125,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2020,0.0,70.6159845453557,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2020,0.0,70.6159845453557,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2020,3412380.0,70.6159845453557,4832305.351217292,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2020,0.0,70.6159845453557,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2020,5037.0,70.6159845453557,7132.94593629124,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2020,18037327.0,70.6159845453557,25542838.659163445,Renta,Renta
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2020,179780.0,70.6159845453557,254588.251027683,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2020,27507.0,70.6159845453557,38952.937039817974,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2020,32734659.0,70.6159845453557,46355877.087538116,IVA,IVA
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2020,41577.0,70.6159845453557,58877.60436632537,Otros impuestos,Timbre nacional
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2020,20319385.0,70.6159845453557,28774483.75296549,IVA,IVA
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2020,1322732.0,70.6159845453557,1873133.9774076603,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2020,8216316.0,70.6159845453557,11635207.032655291,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2021,599102.0,74.58595788962911,803236.9858231756,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2021,32767.0,74.58595788962911,43931.86187738982,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2021,5988.0,74.58595788962911,8028.320838703887,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2021,8183508.0,74.58595788962911,10971915.131947221,IVA,IVA
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2021,29044524.0,74.58595788962911,38941008.22969859,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2021,145303.0,74.58595788962911,194812.80942321155,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2021,0.0,74.58595788962911,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2021,4789453.0,74.58595788962911,6421386.994972085,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2021,33004.0,74.58595788962911,44249.616058881606,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2021,0.0,74.58595788962911,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2021,1002538.0,74.58595788962911,1344137.7282886636,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2021,1530684.0,74.58595788962911,2052241.5254960954,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2021,4231.0,74.58595788962911,5672.649543847051,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2021,334309.0,74.58595788962911,448219.7580604973,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2021,0.0,74.58595788962911,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2021,38422261.0,74.58595788962911,51514067.911893725,IVA,IVA
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2021,9856524.0,74.58595788962911,13214986.143350866,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2021,60748437.0,74.58595788962911,81447552.21873584,Renta,Renta
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2021,84432.0,74.58595788962911,113200.93270765641,Otros impuestos,Timbre nacional
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2021,216185.0,74.58595788962911,289846.78365317296,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2021,16832856.0,74.58595788962911,22568398.229743112,Renta,Renta
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2021,1799855.0,74.58595788962911,2413128.4908392425,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2022,62699.0,84.37364933874838,74311.1154861541,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2022,53566.0,84.37364933874838,63486.64591351266,Otros impuestos,Declaraciones CREE
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2022,7057588.0,84.37364933874838,8364682.641217489,Otros impuestos,Arancel
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2022,12676744.0,84.37364933874838,15024529.695408396,Otros impuestos,G.M.F.
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2022,167181.0,84.37364933874838,198143.61629516783,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2022,24194067.0,84.37364933874838,28674908.801045466,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2022,0.0,84.37364933874838,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2022,0.0,84.37364933874838,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2022,11089597.0,84.37364933874838,13143436.472063478,IVA,IVA
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2022,2897785.0,84.37364933874838,3434466.830237245,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2022,16522.0,84.37364933874838,19581.943094183927,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2022,3347.0,84.37364933874838,3966.8783159565187,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2022,45349922.0,84.37364933874838,53748916.107594706,IVA,IVA
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2022,2186240.0,84.37364933874838,2591140.73781798,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2022,233435.0,84.37364933874838,276668.13256208843,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2022,41635013.0,84.37364933874838,49345990.51516814,IVA,IVA
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2022,134468.0,84.37364933874838,159372.032683012,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2022,10613.0,84.37364933874838,12578.571726096961,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2022,0.0,84.37364933874838,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2022,423904.0,84.37364933874838,502412.78328271053,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2022,1191783.0,84.37364933874838,1412506.1667241135,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2022,78995744.0,84.37364933874838,93626084.23258209,Renta,Renta
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2023,96429321.0,92.19978566160776,104587359.18748826,Renta,Renta
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2023,12433926.0,92.19978566160776,13485851.307328494,IVA,IVA
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2023,6191114.0,92.19978566160776,6714889.796731921,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2023,3370208.0,92.19978566160776,3655331.708003486,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2023,1211120.0,92.19978566160776,1313582.2294045892,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2023,14009341.0,92.19978566160776,15194548.338124312,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2023,53831575.0,92.19978566160776,58385791.912329376,IVA,IVA
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2023,1833599.0,92.19978566160776,1988723.7121458035,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2023,105946.0,92.19978566160776,114909.16083996516,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2023,2384057.0,92.19978566160776,2585751.1304310197,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2023,4986.0,92.19978566160776,5407.821682253849,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2023,575274.0,92.19978566160776,623942.882157421,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2023,25463.0,92.19978566160776,27617.200861458034,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2023,10316.0,92.19978566160776,11188.746184141739,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2023,0.0,92.19978566160776,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2023,35239463.0,92.19978566160776,38220764.557236716,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2023,0.0,92.19978566160776,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2023,215679.0,92.19978566160776,233925.70649956437,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2023,50734447.0,92.19978566160776,55026643.105447,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2023,0.0,92.19978566160776,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2023,308227.0,92.19978566160776,334303.3801957596,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2023,3676.0,92.19978566160776,3986.9940842288706,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2024,551965.0,96.99321047526672,569075.915,Otros impuestos,Impuesto al carbono
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2024,30407420.0,96.99321047526672,31350050.020000003,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2024,29786459.0,96.99321047526672,30709839.229000002,Renta,Renta
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2024,88383283.0,96.99321047526672,91123164.773,Renta,Renta
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2024,56718967.0,96.99321047526672,58477254.977000006,IVA,IVA
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2024,11094373.0,96.99321047526672,11438298.563000001,IVA,IVA
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2024,227399.0,96.99321047526672,234448.36900000004,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2024,13117773.0,96.99321047526672,13524423.963000001,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2024,1466442.0,96.99321047526672,1511901.702,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2024,5195.0,96.99321047526672,5356.045,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2024,5906914.0,96.99321047526672,6090028.334000001,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2024,3538627.0,96.99321047526672,3648324.4370000004,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2024,7463.0,96.99321047526672,7694.353000000001,Otros impuestos,Declaraciones CREE
