CTA PROG,SUBC SUBP,OBJG PROY,ORD SPRY,Fuente,Rec.,Sit,Nombre del rubro,Apropiación 2025,Código de entidad,Entidad,Código de sector,Sector,Tipo de gasto,Año,% porc
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,FONDO DE PROTECCIÓN DE JUSTICIA. DECRETO 1890 DE 1999 Y DECRETO 200 DE 2003,Nación,10,C,FONDO DE PROTECCIÓN DE JUSTICIA. DECRETO 1890 DE 1999 Y DECRETO 200 DE 2003,871223584,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,APOYO A LAS DISPOSICIONES PARA GARANTIZAR EL PLENO EJERCICIO DE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD. LEY 1618 DE 2013,Nación,10,C,APOYO A LAS DISPOSICIONES PARA GARANTIZAR EL PLENO EJERCICIO DE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD. LEY 1618 DE 2013,2619250000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Nación,10,C,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,9066987000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0017
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ENTIDADES TERRITORIALES DISTINTAS AL SISTEMA GENERAL DE PARTICIPACIONES,PUEBLO NUKAK MAKU (ARTÍCULO 35 DECRETO 1953 DE 2014),Nación,10,C,PUEBLO NUKAK MAKU (ARTÍCULO 35 DECRETO 1953 DE 2014),7221433000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0014
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ENTIDADES TERRITORIALES DISTINTAS AL SISTEMA GENERAL DE PARTICIPACIONES,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL AMAZONAS,Nación,10,C,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL AMAZONAS,4802100000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0009
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ENTIDADES TERRITORIALES DISTINTAS AL SISTEMA GENERAL DE PARTICIPACIONES,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL GUAINÍA,Nación,10,C,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL GUAINÍA,3412300000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0006
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ENTIDADES TERRITORIALES DISTINTAS AL SISTEMA GENERAL DE PARTICIPACIONES,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL GUAVIARE,Nación,10,C,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL GUAVIARE,2656200000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ENTIDADES TERRITORIALES DISTINTAS AL SISTEMA GENERAL DE PARTICIPACIONES,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL VAUPES,Nación,10,C,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL VAUPÉS,3408900000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0006
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ENTIDADES TERRITORIALES DISTINTAS AL SISTEMA GENERAL DE PARTICIPACIONES,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL VICHADA,Nación,10,C,ORGANIZACIÓN Y FUNCIONAMIENTO DEPARTAMENTO DEL VICHADA,5394200000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.001
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,FONDO PARA LA PARTICIPACIÓN CIUDADANA Y EL FORTALECIMIENTO DE LA DEMOCRACIA. ARTICULO 96 LEY 1757 DE 2015,Nación,10,C,FONDO PARA LA PARTICIPACIÓN CIUDADANA Y EL FORTALECIMIENTO DE LA DEMOCRACIA. ARTICULO 96 LEY 1757 DE 2015,93845146604,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0178
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,PAGO DE APORTES SOBRE LOS VOLUNTARIOS ACREDITADOS Y ACTIVOS DEL SUBSISTEMA NACIONAL DE PRIMERA RESPUESTA AFILIADOS AL SGRL - DECRETO 1809 DE 2020,Nación,10,C,PAGO DE APORTES SOBRE LOS VOLUNTARIOS ACREDITADOS Y ACTIVOS DEL SUBSISTEMA NACIONAL DE PRIMERA RESPUESTA AFILIADOS AL SGRL - DECRETO 1809 DE 2020,9147164000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0017
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,APOYO COMITÉ INTERINSTITUCIONAL DE ALERTAS TEMPRANAS CIAT SENTENCIA T-025 DE 2004.,Nación,10,C,APOYO COMITÉ INTERINSTITUCIONAL DE ALERTAS TEMPRANAS CIAT SENTENCIA T-025 DE 2004.,3346311238,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0006
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES DE ASISTENCIA SOCIAL,ATENCIÓN INTEGRAL A LA POBLACIÓN DESPLAZADA EN CUMPLIMIENTO DE LA SENTENCIA T-025 DE 2004 (NO DE PENSIONES),Nación,10,C,ATENCIÓN INTEGRAL A LA POBLACIÓN DESPLAZADA EN CUMPLIMIENTO DE LA SENTENCIA T-025 DE 2004 (NO DE PENSIONES),46846597224,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0089
TRANSFERENCIAS CORRIENTES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,FORTALECIMIENTO DE LAS ASOCIACIONES Y LIGAS DE CONSUMIDORES (LEY 73 DE 1981 Y DECRETO 1320 DE 1982) ,Nación,10,C,FORTALECIMIENTO DE LAS ASOCIACIONES Y LIGAS DE CONSUMIDORES (LEY 73 DE 1981 Y DECRETO 1320 DE 1982),1305639596,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,"FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS",Nación,10,C,"FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS",34017469609,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0065
TRANSFERENCIAS CORRIENTES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,"FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES INDÍGENAS, MINORÍAS Y ROM",Nación,10,C,"FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES INDÍGENAS, MINORÍAS Y ROM",121055287916,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.023
TRANSFERENCIAS CORRIENTES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,FORTALECIMIENTO INSTITUCIONAL DE LA MESA PERMANENTE DE CONCERTACIÓN CON LOS PUEBLOS Y ORGANIZACIONES INDÍGENAS - DECRETO 1397 DE 1996,Nación,10,C,FORTALECIMIENTO INSTITUCIONAL DE LA MESA PERMANENTE DE CONCERTACIÓN CON LOS PUEBLOS Y ORGANIZACIONES INDÍGENAS - DECRETO 1397 DE 1996,9418530000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0018
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,3542839421,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0007
TRANSFERENCIAS CORRIENTES,A EMPRESAS DIFERENTE DE SUBVENCIONES,OTRAS ACTIVIDADES DE SERVICIOS,FORTALECIMIENTO ORGANIZACIONAL DE LAS ENTIDADES RELIGIOSAS Y LAS ORGANIZACIONES BASADAS EN LA FÉ COMO ACTORES SOCIALES TRASCENDENTES EN EL MARCO DE LA LEY 133 DE 1994,Nación,10,C,FORTALECIMIENTO ORGANIZACIONAL DE LAS ENTIDADES RELIGIOSAS Y LAS ORGANIZACIONES BASADAS EN LA FE COMO ACTORES SOCIALES TRASCENDENTES EN EL MARCO DE LA LEY 133 DE 1994,1826412000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0003
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,204784945,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,2947648000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0006
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,4613863369,3701,Ministerio del interior,37,Interior,Deuda,2025,0.0009
,,,,Nación,10,C,INVERSION,205799728961,3701,Ministerio del interior,37,Interior,Inversión,2025,0.0391
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,7242750000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0014
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,2493060000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0005
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,355200000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,4871076000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0009
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,"FORTALECIMIENTO A LA CONSULTA PREVIA. CONVENIO 169 OIT, LEY 21 DE 1991, LEY 70 DE 1993",Nación,10,C,"FORTALECIMIENTO A LA CONSULTA PREVIA. CONVENIO 169 OIT, LEY 21 DE 1991, LEY 70 DE 1993",31200244354,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0059
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,93833000,3701,Ministerio del interior,37,Interior,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,1396711252,3701,Ministerio del interior,37,Interior,Inversión,2025,0.0003
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,3325740888,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0006
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,1216366469,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0002
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,848558669,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0002
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,SALARIO,,Nación,10,C,SALARIO,2517989,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,287581,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,385432,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,784272847,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,,Nación,10,C,A ORGANIZACIONES INTERNACIONALES,68044336,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),29584493,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,20709145,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,20709144,3703,Dirección nacional del derecho de autor,37,Interior,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,285083609,3703,Dirección nacional del derecho de autor,37,Interior,Inversión,2025,0.0001
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,2850337607,3704,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37,Interior,Funcionamiento,2025,0.0005
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,1028609239,3704,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37,Interior,Funcionamiento,2025,0.0002
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,450019484,3704,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37,Interior,Funcionamiento,2025,0.0001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,380879890,3704,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37,Interior,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),11186004,3704,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37,Interior,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,2500000,3704,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37,Interior,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,32648000,3704,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37,Interior,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,3755144625,3704,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,37,Interior,Inversión,2025,0.0007
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,91051465232,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0173
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,37494070359,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0071
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,9045568287,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0017
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,1645961939934,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.3125
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),23960850455,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0045
TRANSFERENCIAS CORRIENTES,A PRODUCTORES DE MERCADO QUE DISTRIBUYEN DIRECTAMENTE A LOS HOGARES,A PRODUCTORES DE MERCADO QUE DISTRIBUYEN DIRECTAMENTE A LOS HOGARES.,MEDIDAS DE PROTECCIÓN UNP-BINDAJE ARQUITECTÓNICO - ENFOQUE DIFERENCIAL,Nación,10,C,MEDIDAS DE PROTECCIÓN UNP - BLINDAJE ARQUITECTÓNICO - ENFOQUE DIFERENCIAL,33670655353,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0064
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,13754030789,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0026
TRANSFERENCIAS CORRIENTES,A LOS HOGARES DIFERENTES DE PRESTACIONES SOCIALES ,ACTIVIDADES DE ATENCIÓN A LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,CAMPANA Y CONTROL ANTITUBERCULOSIS,Nación,10,C,"MEDIDAS DE PROTECCIÓN UNP- APOYO DE TRANSPORTE, TRASTEO Y DE REUBICACIÓN TEMPORAL",36724856000,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.007
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,175999602000,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0334
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,2104112404,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0004
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,,,Nación,10,C,TASAS Y DERECHOS ADMINISTRATIVOS,42230000,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,3524246057,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0007
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,Nación,10,C,"MULTAS, SANCIONES E INTERESES DE MORA",56238000,3708,Unidad nacional de protección - unp,37,Interior,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,PRINCIPAL,OTRAS CUENTAS POR PAGAR ,,Nación,10,C,OTRAS CUENTAS POR PAGAR,3403214726,3708,Unidad nacional de protección - unp,37,Interior,Deuda,2025,0.0006
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,20214091467,3708,Unidad nacional de protección - unp,37,Interior,Deuda,2025,0.0038
,,,,Nación,10,C,INVERSION,1537539532,3708,Unidad nacional de protección - unp,37,Interior,Inversión,2025,0.0003
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,2970850266,3709,Dirección nacional de bomberos,37,Interior,Funcionamiento,2025,0.0006
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,1178132493,3709,Dirección nacional de bomberos,37,Interior,Funcionamiento,2025,0.0002
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,497985246,3709,Dirección nacional de bomberos,37,Interior,Funcionamiento,2025,0.0001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,4540059851,3709,Dirección nacional de bomberos,37,Interior,Funcionamiento,2025,0.0009
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,30000000,3709,Dirección nacional de bomberos,37,Interior,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,168000000,3709,Dirección nacional de bomberos,37,Interior,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,21666483298,3709,Dirección nacional de bomberos,37,Interior,Inversión,2025,0.0041
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,6073223094,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.0012
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,10715844950,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.002
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,6090039057,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.0012
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1894951597,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.0004
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,Propios,20,S,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,284594818,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.0001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,10681889468,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.002
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Propios,20,S,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,70731441,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),49360749,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,1044747173,3801,Comisión nacional del servicio civil,5,Empleo público,Funcionamiento,2025,0.0002
